[INFO] -  * Running on http://0.0.0.0:5006/ (Press CTRL+C to quit)
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:41:17] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:41:27] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:41:37] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:41:47] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:41:57] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:42:07] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:42:17] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:42:27] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:42:37] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:42:47] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:42:57] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:43:07] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:43:17] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:43:28] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:43:38] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:43:48] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:43:58] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:44:08] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:44:18] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:44:28] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:44:38] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:44:48] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:44:58] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:45:08] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:45:18] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:45:28] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:45:38] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:45:48] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:45:58] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:08] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:18] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:28] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - Returning all slices...
[INFO] - Returning slice details...
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:33] "GET /necos/db/slices HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:39] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:49] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:46:59] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:47:09] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:47:19] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:47:29] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:47:39] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:47:49] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:47:59] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:48:09] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:48:19] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:48:29] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:48:39] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:48:49] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:48:59] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:49:09] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:49:19] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:49:29] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:49:40] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:49:50] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:50:00] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:50:10] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:50:20] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:50:30] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:50:40] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:50:50] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:51:00] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:51:10] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:51:20] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:51:30] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:51:40] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:51:50] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:52:00] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:52:10] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:52:20] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:52:30] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
